c1_py,c1_p3,c1_p4,c2_px,c2_p3,c2_p6,c3_p0,c3_p3,c3_p7,c4_py,c4_px,c4_p0,c4_p1,c4_p2,c4_p3,c5,c6,c7,c8,region,c11,c12,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1b,q2_1,q2_2,q2_3,q2_4,q2_0,q3a,q3b,q3c,q3d,q4a,q4b,q4c,q4d,q5a_10,q5a_20,q5a_30,q5a_40,q5a_50,q5a_60,q5a_70,q5a_80,q5a_90,q5a_y0,q5a_x0,q5a_01,q5a_02,q5a_03,q5a_04,q5a_05,q5a_06,q5a_07,q5a_08,q5a_09,q5a_0y,q5a_0x,q5a_00,q5b_10,q5b_20,q5b_30,q5b_40,q5b_50,q5b_60,q5b_70,q5b_80,q5b_90,q5b_y0,q5b_x0,q5b_01,q5b_02,q5b_03,q5b_04,q5b_05,q5b_06,q5b_07,q5b_08,q5b_09,q5b_0y,q5b_0x,q5b_00,q5c_10,q5c_20,q5c_30,q5c_40,q5c_50,q5c_60,q5c_70,q5c_80,q5c_90,q5c_y0,q5c_x0,q5c_01,q5c_02,q5c_03,q5c_04,q5c_05,q5c_06,q5c_07,q5c_08,q5c_09,q5c_0y,q5c_0x,q5c_00,q5d_10,q5d_20,q5d_30,q5d_40,q5d_50,q5d_60,q5d_70,q5d_80,q5d_90,q5d_y0,q5d_x0,q5d_01,q5d_02,q5d_03,q5d_04,q5d_05,q5d_06,q5d_07,q5d_08,q5d_09,q5d_0y,q5d_0x,q5d_00,q6,q7a,q7b,q7c,q7d,q8_10,q8_20,q8_30,q8_40,q8_50,q8_60,q8_70,q8_80,q8_90,q8_x0,q8_y0,q8_01,q8_02,q8_03,q8_04,q8_05,q8_06,q8_07,q8_08,q8_09,q8_0x,q8_0y,q8_00,q9a1,q9b1,q9c1,q9d1,q9a2,q9b2,q9c2,q9d2,q10a1_1,q10a1_2,q10a1_3,q10a1_4,q10a1_5,q10a1_6,q10a1_7,q10a1_8,q10a1_9,q10a1_x,q10a1_y,q10a1_ot,q10a1_0,q10b1_1,q10b1_2,q10b1_3,q10b1_4,q10b1_5,q10b1_6,q10b1_7,q10b1_8,q10b1_9,q10b1_x,q10b1_y,q10b1_ot,q10b1_0,q10c1_1,q10c1_2,q10c1_3,q10c1_4,q10c1_5,q10c1_6,q10c1_7,q10c1_8,q10c1_9,q10c1_x,q10c1_y,q10c1_ot,q10c1_0,q10d1_1,q10d1_2,q10d1_3,q10d1_4,q10d1_5,q10d1_6,q10d1_7,q10d1_8,q10d1_9,q10d1_x,q10d1_y,q10d1_ot,q10d1_0,q10a2_1,q10a2_2,q10a2_3,q10a2_4,q10a2_5,q10a2_6,q10a2_7,q10a2_8,q10a2_9,q10a2_x,q10a2_ot,q10a2_y,q10a2_0,q10b2_1,q10b2_2,q10b2_3,q10b2_4,q10b2_5,q10b2_6,q10b2_7,q10b2_8,q10b2_9,q10b2_x,q10b2_ot,q10b2_y,q10b2_0,q10c2_1,q10c2_2,q10c2_3,q10c2_4,q10c2_5,q10c2_6,q10c2_7,q10c2_8,q10c2_9,q10c2_x,q10c2_ot,q10c2_y,q10c2_0,q10d2_1,q10d2_2,q10d2_3,q10d2_4,q10d2_5,q10d2_6,q10d2_7,q10d2_8,q10d2_9,q10d2_x,q10d2_ot,q10d2_y,q10d2_0,q11a1,q11b1,q11c1,q11d1,q11a2_p1,q11a2_p2,q11a2_p3,q11a2_p4,q11a2_p5,q11a2_p6,q11a2_p7,q11a2_p8,q11a2_p9,q11a2_px,q11a2_p0,q11a2_py,q11b2_p1,q11b2_p2,q11b2_p3,q11b2_p4,q11b2_p5,q11b2_p6,q11b2_p7,q11b2_p8,q11b2_p9,q11b2_px,q11b2_p0,q11b2_py,q11c2_p1,q11c2_p2,q11c2_p3,q11c2_p4,q11c2_p5,q11c2_p6,q11c2_p7,q11c2_p8,q11c2_p9,q11c2_px,q11c2_p0,q11c2_py,q11d2_p1,q11d2_p2,q11d2_p3,q11d2_p4,q11d2_p5,q11d2_p6,q11d2_p7,q11d2_p8,q11d2_p9,q11d2_px,q11d2_p0,q11d2_py,q12,c72,c73,c74,c75,c76,c77,c78,c79,c80
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,3,South,Abruzzi,"From 5 to 20,000 inhabitants",1,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I have no children,0, ,No answer,No answer,No answer,No answer, , , , ,"Foodstuff (flour, chicken, oil, game)",0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,Friends,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer","No, no answer","No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,No,"Farmer, tenant, metayer",3,0,0,3,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,8,4,6,South,Abruzzi,"From 5 to 20,000 inhabitants",1,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I have no children,0, ,Money,Sweets,No answer,No answer,3000,3000, , ,0,0,0,0,0,0,0,0,0,0,0,Other answers,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,Relatives,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer","No, no answer","No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,Yes,"Employer, owner, land-owner",4,0,0,4,1,2,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,7,South,Abruzzi,"From 5 to 20,000 inhabitants",1,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,Doll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,"Foodstuff (fruit, chicken)",No answer,No answer,No answer,2500, , , ,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0,Other answers,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,Relatives,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No answer,4,4,4,"No, no answer",0,0,"Parents, mother and father-in-law, grandparents",0,0,0,0,0,0,0,0,0,0,0,"Parents, mother and father-in-law, grandparents",0,0,0,0,0,0,0,0,0,0,0,"Parents, mother and father-in-law, grandparents",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,No,"Farmer, tenant, metayer",2,2,1,5,0,2,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,6,3,South,Campania,"From 5 to 20,000 inhabitants",3,0,0,Children,0,0,1,0,Purchase of personal and house goods,0,0,0,0,0,Nothing,0,0,0,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,Foodstuff,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,Nothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No answer,"Leather articles (handbags, wallets, belts)",No answer,No answer,No answer, , , , ,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer","No, no answer","No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,No,Independent artisan,4,0,0,4,0,3,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,9,7,6,South,Campania,"From 5 to 20,000 inhabitants",2,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ball, football",0,0,0,0,0,0,0,0,0,0, ,No answer,No answer,No answer,No answer, , , , ,"Foodstuff (flour, chicken, oil, game)",0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,Relatives,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,1 meal,1 meal,1 meal,"No, no answer",Relatives,0,0,0,0,0,0,0,0,0,0,0,Relatives,0,0,0,0,0,0,0,0,0,0,0,Relatives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,Yes,"Farmer, tenant, metayer",2,0,1,3,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3,5,1,South,Campania,"From 5 to 20,000 inhabitants",1,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,0,0,0,0,0,0,0,"Pistol, rifle",0,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,No answer,No answer,No answer, , , , ,"Foodstuff (flour, chicken, oil, game)",0,0,0,0,0,0,0,0,0,0, ,0,"Foodstuff (flour, chicken, oil, game)",0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,Friends,0,0,0,0,0,0,0,0,0, ,0,0,Friends,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,1 meal,1 meal,1 meal,"No, no answer",0,0,0,0,0,0,0,0,"Restaurant, inn",0,0,0,0,0,0,0,0,0,0,0,"Restaurant, inn",0,0,0,0,0,0,0,0,0,0,0,"Restaurant, inn",0,0,0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,Yes,"Farmer, tenant, metayer",2,1,0,3,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,6,3,South,Campania,"From 5 to 20,000 inhabitants",2,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I have no children,0, ,No answer,No answer,No answer,No answer, , , , ,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer","No, no answer","No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,No,"Farmer, tenant, metayer",3,0,0,3,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,9,7,6,South,Campania,"From 5 to 20,000 inhabitants",1,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,No answer,No answer,No answer, , , , ,"Foodstuff (flour, chicken, oil, game)",0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,Relatives,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer","No, no answer","No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,Yes,"Employer, owner, land-owner",5,1,1,7,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3,6,3,South,Campania,"From 5 to 20,000 inhabitants",1,0,0,0,Other member of the family,0,1,0,0,Saving,0,0,0,0,0,Nothing,0,0,0,Nothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,All,0,Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,No answer,No answer,No answer, , , , ,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer","No, no answer","No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,No,"Employer, owner, land-owner",5,0,1,6,1,1,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3,5,1,South,Campania,"From 5 to 20,000 inhabitants",2,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,No answer,No answer,No answer, , , , ,"Foodstuff (flour, chicken, oil, game)",0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,Friends,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,1 meal,1 meal,1 meal,"No, no answer",Relatives,0,0,0,0,0,0,0,0,0,0,0,Relatives,0,0,0,0,0,0,0,0,0,0,0,Relatives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,Yes,Independent artisan,2,0,1,3,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,3,3,Centre,Marche,"From 5 to 20,000 inhabitants",2,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Have not received toys, ,No answer,No answer,No answer,No answer, , , , ,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer","No, no answer","No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,No,Skilled worker,2,0,1,3,0,5,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,3,3,Centre,Marche,"From 5 to 20,000 inhabitants",1,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Have not received toys, ,No answer,No answer,No answer,No answer, , , , ,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer","No, no answer","No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,No,"Farmer, tenant, metayer",3,1,0,4,0,3,0,0
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,3,Centre,Tuscany,"Over 100,000 inhabitants",1,Head of the family,0,Children,0,0,3,0,Purchase of personal and house goods,Saving,0,0,Nothing,0,Nothing,0,Nothing,0,About 1/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Don't remember,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,Clothes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other answer, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Indicate a thing bought in instalments,About 1/2,0,Nothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Have not received toys, ,Gloves,No answer,No answer,No answer,2700, , , ,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,Clothes,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,Fiance(e),0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer",2,"No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,Fiance(e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,Yes,Skilled worker,5,1,0,6,0,3,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,Islands,Sardinia,"Up to 5,000 inhabitants",4,Head of the family,0,0,0,0,1,0,Purchase of personal and house goods,0,0,0,Nothing,0,0,0,All,0,0,0,0,Clothes,Woollen clothes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,Nothing,0,0,0,0,Car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,No answer,No answer,No answer, , , , ,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer","No, no answer","No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,No,"Unskilled worker, personal service and labourer",2,0,4,6,0,1,0,0
0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,Islands,Sardinia,"Up to 5,000 inhabitants",2,0,0,0,0,Have not received an extra payment,0,0,0,0,0,No answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , ,Do not indicate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Have not received toys, ,"Foodstuff (fruit, chicken)",No answer,No answer,No answer,2000, , , ,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,Clothes,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,0,0,0,0,0, ,0,No answer,0,0,0,0,0,Uncles and aunts,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No answer,"No, no answer","No, no answer",2,"No, no answer",0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,0,0,0,Uncles and aunts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No, no answer",0,Yes,"Farmer, tenant, metayer",5,2,0,7,0,2,0,0
